-26	-49.39870535	1
-7	136.1691393	1
27	-176.1859252	1
-74	38.99099404	0.7
0	0	0
-20	74.7448813	1
0	30.25643716	1
-5	77.47119229	1
-6	111.8014095	0.3
-1	164.3577535	0.9
-15	-113.1985905	1
64	-45	1
-58	-180	0.3
-8	-42.70938996	1
-22	-39.80557109	1
0	0	0
-52	-83.99099404	0.4
-13	29.7448813	1
1	9.462322208	1
-21	-8.130102354	1
12	165.9637565	1
12	36.02737339	1
-16	-141.009006	1
2	-146.9761324	0.6
-65	75.96375653	0.5
-20	144.162347	1
-4	28.44292862	0.8
0	0	0
-18	145.491477	0.4
-5	-32.90524292	1
-23	53.13010235	0.5
8	-163.3007558	1
0	0	0
-14	164.0546041	1
18	-175.0302593	1
-1	33.69006753	0.7
0	73.30075577	1
-13	-48.57633437	1
-59	57.26477373	0.4
-21	-104.0362435	1
0	0	0
-6	32.61924307	1
0	140.9061411	1
1	-26.56505118	1
8	25.55996517	0.6
8	-146.3099325	0.7
-15	59.03624347	1
-6	-45	0.9
-63	-52.12501635	0.5
-73	30.46554492	0.6
-70	101.7682889	0.6
-2	128.6598083	0.7
21	171.8698976	0.5
-31	129.2894069	1
-71	-180	0.4
-17	-136.27303	1
5	-140.5275402	1
0	0	0
-19	-136.2188752	1
2	-143.9726266	1
-15	153.4349488	1
13	127.8749837	1
-39	8.130102354	0.3
-39	98.13010235	0.3
0	135	1
18	160.3461759	0.5
-23	-135	1
20	176.1859252	1
-53	90	0.4
-7	65.22485943	0.4
-29	20.22485943	0.5
11	-170.5376778	1
8	11.30993247	0.3
3	-147.5288077	0.9
-6	-43.36342296	0.5
6	2.862405226	1
23	23.19859051	1
-10	-43.36342296	1
-45	-56.30993247	0.4
-20	-147.9946168	1
-29	116.5650512	1
-1	-131.9872125	1
0	0	0
-10	78.23171107	1
0	0	0
-33	-60.524111	0.5
0	0	0
13	55.0079798	1
-37	14.03624347	0.5
1	147.7243557	0.5
-20	-132.273689	1
0	0	0
-79	-135	1
-79	-11.30993247	0.5
-68	118.6104597	0.6
-25	-15.9453959	0.7
-4	52.12501635	0.6
0	0	0
-7	-141.3401917	0.3
-12	72.34987578	0.5
-61	136.7357046	0.5
-74	90	1
-19	78.23171107	1
-3	38.29016319	0.5
-28	165.0685828	0.6
22	174.2894069	1
-79	15.2551187	0.8
16	63.43494882	1
-29	-168.6900675	1
-78	-148.3924978	0.6
-69	55.0079798	0.4
-47	168.111342	0.5
-63	4.763641691	0.4
-8	150.2551187	0.8
12	-9.462322208	1
-14	107.5255684	1
-14	-81.25383774	1
0	0	0
-20	-23.19859051	0.7
-10	23.49856568	0.9
-9	-40.23635831	0.4
-73	-39.28940686	0.5
-31	-99.46232221	1
25	14.03624347	0.9
-6	-149.4207731	1
-4	-136.5481577	1
-15	-103.2405199	1
-9	-56.30993247	0.4
1	113.1985905	1
-18	47.6025622	1
-16	82.40535663	1
-1	143.1301024	0.7
4	19.98310652	1
5	-146.3099325	1
-23	-151.6992442	1
1	36.86989765	0.8
-18	107.6501242	1
-54	-116.5650512	0.3
-28	18.43494882	0.5
-23	-81.86989765	1
-28	161.5650512	0.6
-12	-56.88865804	1
-5	66.80140949	1
-22	19.44003483	0.9
-11	-129.4724598	1
-33	-57.52880771	1
-25	-33.69006753	1
14	3.814074834	1
0	0	0
-16	137.726311	1
-12	-129.8055711	1
-3	46.63657704	1
-5	63.43494882	0.7
-78	6.842773413	0.8
-17	-62.44718842	1
-11	-123.6900675	1
-63	-12.52880771	0.3
-46	-135	1
-67	-122.4711923	0.4
-14	71.56505118	1
16	-50.19442891	1
21	164.0546041	1
-11	-108.4349488	1
-10	135	1
-4	-46.39718103	0.9
17	-175.2363583	1
-53	-122.0053832	0.5
-35	-25.01689348	0.5
-6	-111.037511	0.4
-43	-107.102729	0.3
-16	31.32869287	1
-4	120.2564372	1
-12	128.990994	1
11	-3.17983012	1
-2	-35.53767779	1
0	0	0
-58	-127.568592	0.4
0	0	0
-28	167.4711923	1
-11	-87.3974378	1
-15	-128.2901632	1
13	-29.0546041	1
-32	-160.0168935	1
-49	108.4349488	0.3
-15	76.75948008	1
-28	37.87498365	1
-8	-40.60129465	1
-26	16.92751306	0.8
-70	175.2363583	0.4
-24	-15.2551187	1
11	-26.56505118	0.6
-8	-47.29061004	0.4
-68	14.03624347	0.3
-5	43.15238973	0.6
-8	42.70938996	1
0	0	0
-43	-101.3099325	1
36	-63.43494882	1
-13	-98.13010235	1
2	-124.3803447	1
-21	126.4692344	0.5
-24	31.42956561	1
-1	45	1
-69	161.5650512	0.5
-66	-158.962489	0.4
-51	128.6598083	1
-12	32.00538321	1
-34	-15.9453959	1
-28	-45	1
0	0	0
-73	45	0.6
-78	-116.5650512	0.3
-8	90	0.4
22	-140.1944289	1
0	0	0
-9	-135	1
-39	-45	0.4
0	0	0
-12	108.4349488	1
0	0	0
-80	-180	0.5
-19	-70.82099197	1
13	175.2363583	1
10	-153.4349488	1
2	-172.234834	1
-35	150.6422465	0.5
-23	-102.5288077	1
-20	-25.46334506	1
-22	165.9637565	1
7	90	1
-21	-106.6992442	1
-20	42.13759477	1
-56	-119.3577535	0.4
-72	-60.9453959	0.4
-4	-47.86240523	1
-6	-82.87498365	1
-19	-77.47119229	0.4
-8	57.38075693	0.6
0	0	0
-17	-51.34019175	0.4
-7	-142.765166	0.8
0	0	0
-67	23.19859051	0.3
8	29.7448813	1
-33	-120.9637565	0.4
-11	66.03751103	1
-14	-40.03025927	0.6
12	-174.2894069	1
-24	43.02506599	1
-15	75.96375653	1
-73	74.0546041	0.5
-6	-110.5560452	1
12	162.3498758	1
-13	-60.2551187	1
-1	-50.52754015	0.7
-50	116.5650512	1
-1	-85.03025927	1
-53	170.5376778	0.2
-11	111.2505055	1
-10	40.36453657	1
-80	19.29004622	0.8
-14	-51.34019175	1
-71	123.6900675	0.2
-11	114.4439548	0.6
0	0	0
20	-10.78429787	1
-16	-150.9453959	0.5
-61	32.73522627	0.4
-4	45	1
0	0	0
-18	-39.47245985	1
0	0	0
-43	110.5560452	1
-20	-158.1985905	1
-57	83.15722659	0.5
0	38.36748538	0.8
-9	151.9275131	1
-12	-125.5376778	0.5
12	21.25050551	1
1	43.4518423	0.9
-2	105.2551187	0.7
-8	-53.13010235	1
-1	132.5104471	0.8
-68	81.25383774	0.4
0	0	0
-74	153.4349488	1
11	-31.75948008	0.8
7	18.43494882	1
-5	-53.13010235	1
-60	138.8140748	0.6
24	-56.30993247	1
-11	50.90614111	1
15	105.9453959	0.3
0	0	0
-27	24.44395478	1
-28	-3.576334375	1
-11	104.7435628	1
5	-41.18592517	1
0	0	0
-12	-71.56505118	1
-17	123.6900675	1
0	0	0
-64	108.4349488	0.3
-69	174.8055711	0.6
15	-21.80140949	1
56	63.43494882	1
-70	121.7594801	0.6
-23	-45	1
-32	63.43494882	1
-31	-39.55966797	0.5
2	139.1849161	0.8
-72	34.21570213	0.7
-66	135	0.6
-6	-60.2551187	1
-17	156.8014095	0.6
-16	-64.65382406	1
-17	-154.4400348	0.7
-61	94.76364169	0.5
-60	171.8698976	0.5
3	135	1
5	-75.96375653	1
53	-90	1
0	0	0
-13	-128.2901632	1
-3	-57.72435569	1
0	153.4349488	1
-29	-157.3801351	1
-15	160.3461759	0.9
-25	70.70995378	0.4
-14	-128.6598083	1
19	6.340191746	1
-68	-21.80140949	0.5
7	167.4711923	1
-5	115.2011236	1
17	-2.38594403	1
-8	140.5275402	1
0	0	0
8	176.6335393	1
8	169.3803447	0.4
-70	-103.2405199	0.5
-5	-128.6598083	1
-15	-132.70939	1
0	0	0
-12	34.9920202	0.5
-8	112.2490237	1
-77	-86.42366563	0.6
-11	-56.30993247	1
-21	117.5528116	1
-72	45	0.6
4	-160.820992	1
0	0	0
-6	126.8698976	0.6
9	-61.69924423	0.7
0	0	0
-68	51.34019175	0.4
15	-180	1
-2	-47.38594403	1
-5	111.8014095	1
-5	150.2551187	1
-48	-74.475889	0.4
-19	58.57043439	1
-15	52.12501635	1
-5	140.9061411	1
0	0	0
20	-11.88865804	1
0	0	0
0	0	0
-19	-157.1663458	1
0	0	0
-77	29.24882634	0.8
-4	177.5104471	0.8
-14	70.55996517	1
-14	57.99461679	1
-6	49.63546343	1
-79	57.99461679	0.5
-18	-154.5366549	0.4
-63	-113.1985905	0.5
-23	49.39870535	1
-24	37.87498365	1
-76	97.12501635	0.4
72	-90	1
0	0	0
-10	52.69605172	1
-3	84.80557109	1
4	147.9946168	0.5
7	-102.5288077	1
20	-61.38954033	1
-54	-109.4400348	0.4
-1	140.1944289	1
-56	-123.111342	0.5
-10	-164.0546041	0.4
8	23.49856568	1
1	-71.56505118	0.6
0	0	0
-16	33.69006753	1
4	24.77514057	0.6
5	33.69006753	1
-41	-90	1
-74	177.614056	0.7
-10	66.50143432	1
2	-75.96375653	1
-15	-87.70938996	1
10	-26.56505118	1
0	0	0
-17	140.1944289	0.8
-11	-46.97493401	1
-6	-143.5307656	1
-78	-84.80557109	0.5
1	-83.15722659	1
36	-161.5650512	1
-9	102.9946168	1
-15	-99.09027692	1
22	0	1
-75	-54.46232221	0.4
-30	-16.69924423	1
-9	-71.56505118	1
-24	-176.4236656	0.7
-16	-67.16634582	1
-35	54.46232221	1
-4	-150.7511737	1
-5	112.3801351	1
-13	22.24902366	0.6
-57	-48.0127875	0.5
-10	-49.39870535	1
-24	-153.4349488	1
-58	33.69006753	1
-8	95.19442891	1
-21	45	1
-8	152.4471884	1
-57	116.5650512	1
6	158.1985905	1
-6	30.96375653	1
-23	69.44395478	0.4
0	0	0
-1	151.3895403	0.9
0	149.4207731	0.8
0	0	0
-15	72.25532837	1
0	0	0
-17	-114.7751406	1
0	0	0
0	139.1849161	1
13	-11.30993247	1
-22	-17.52556837	1
-14	42.51044708	0.6
-58	-70.82099197	0.5
-70	-82.87498365	0.6
-54	-55.71312302	0.5
33	12.52880771	1
-14	-127.234834	1
-21	126.8698976	0.5
9	164.3577535	1
-53	-149.5344551	0.4
-32	-120.9637565	0.5
-39	-180	1
-19	-21.37062227	1
-10	53.97262661	1
-25	165.9637565	0.5
-37	-26.56505118	1
-24	-32.00538321	0.9
-5	-126.8698976	0.4
-76	135	0.5
-42	-6.340191746	1
22	-158.7494945	1
-3	-121.4295656	1
-10	161.5650512	0.8
0	0	0
9	165.379126	1
-13	47.48955292	0.5
5	-168.6900675	1
-25	154.9831065	1
-10	85.23635831	1
-66	66.03751103	0.5
-78	47.72631099	0.6
-26	140.1944289	1
-5	125.7538873	1
-9	-2.862405226	0.6
-59	-153.4349488	1
25	5.440332031	1
0	0	0
-56	59.03624347	0.4
0	0	0
-22	-135	1
0	129.4724598	1
-47	107.5255684	0.4
9	-180	0.4
-18	-37.23483398	0.5
-80	-107.3540246	0.7
-72	-90	0.4
-6	-117.897271	0.6
-1	-46.63657704	1
3	42.27368901	0.5
-10	-156.5014343	0.8
24	-59.03624347	0.2
-21	-94.57392126	1
-15	-61.18920626	1
-69	123.6900675	0.5
-55	120.9637565	0.2
-2	-90	1
9	-145.713123	1
0	0	0
-17	45	1
-67	146.888658	0.6
4	-133.1523897	0.7
6	-151.3895403	1
-37	33.69006753	0.3
-34	48.36646066	1
17	-40.60129465	0.3
-15	37.87498365	1
12	14.03624347	1
8	-167.0053832	1
-54	-45	0.1
23	-116.5650512	1
-74	-93.0127875	0.6
0	0	0
4	49.39870535	0.8
-18	-145.491477	0.4
10	-39.80557109	0.4
-48	-135	1
0	0	0
-8	92.6025622	1
-44	-15.9453959	0.2
-18	-54.46232221	1
-2	113.1985905	0.7
1	-147.3807569	1
-13	-105.9453959	1
0	0	0
-76	-109.9831065	0.5
0	23.74949449	1
0	0	0
-6	-99.86580694	1
7	35.31121344	0.8
-15	51.34019175	1
-41	77.47119229	1
7	152.4471884	1
0	-56.30993247	1
4	130.6012946	1
10	-160.820992	0.6
0	0	0
15	-26.56505118	1
-61	78.69006753	0.4
-14	-32.27564431	0.4
-1	-46.73570459	1
23	-174.559668	1
16	-163.3007558	1
11	-4.08561678	1
-23	-23.96248897	0.7
4	-111.8014095	0.4
-51	-123.6900675	0.4
13	-34.9920202	1
0	0	0
-30	-180	1
-36	-50.19442891	0.2
-21	-18.43494882	1
0	0	0
-4	80.90972308	0.7
0	0	0
-52	-122.0053832	0.5
-22	-129.8055711	1
5	-144.4623222	1
-5	-66.03751103	1
-3	59.42077313	1
-20	-129.559668	1
9	22.61986495	0.4
-65	-71.56505118	0.4
3	-30.96375653	0.6
5	20.55604522	1
29	0	1
-9	-32.47119229	1
-11	48.81407483	1
-77	19.98310652	0.5
-20	-132.273689	1
0	0	0
-3	-23.62937773	0.6
-1	48.81407483	0.9
-25	32.00538321	1
10	98.13010235	1
-12	-75.96375653	1
-24	111.037511	1
-20	23.74949449	1
-26	-146.3099325	1
6	-149.0362435	1
-10	-158.7494945	0.4
6	158.1985905	1
-41	-21.03751103	0.3
-66	161.5650512	0.6
-5	90	0.8
-9	130.3645366	0.7
-19	101.7682889	1
61	-135	0.3
8	45	1
1	-86.82016988	1
-6	150.7511737	0.9
0	0	0
-45	172.8749837	1
-68	-7.125016349	0.5
11	-167.9052429	1
-73	175.4260787	0.7
8	-98.74616226	1
1	21.37062227	1
-29	90	1
0	0	0
-22	-63.43494882	1
-3	-48.9909131	1
0	0	0
-4	69.44395478	1
9	26.56505118	0.9
-77	135	0.5
7	-24.62356479	1
-28	-42.51044708	1
-1	101.3099325	1
-16	32.61924307	1
-2	-42.8789036	0.6
9	-129.8055711	1
-10	57.72435569	1
-50	-138.9909131	0.5
0	0	0
-67	-168.2317111	0.6
-64	133.602819	0.6
0	0	0
-10	-19.79887635	0.8
9	-168.111342	1
-6	41.9872125	0.6
-5	-46.27303002	1
-25	41.18592517	1
-27	-77.90524292	1
5	149.9314172	1
19	-150.9453959	1
0	0	0
5	-130.2363583	1
-63	126.8698976	0.4
-41	-49.39870535	1
-8	98.97262661	1
15	-164.7448813	1
-19	140.7105931	0.5
14	-125.5376778	1
-75	3.366460663	0.6
-6	164.0546041	1
-21	-93.36646066	0.4
-26	141.3401917	1
-5	70.70995378	1
-5	-38.99099404	0.7
-20	-45	1
24	-2.862405226	1
-45	-123.6900675	0.4
0	0	0
38	-14.03624347	1
0	0	0
11	-30.96375653	1
-10	95.19442891	0.5
-46	148.5704344	0.4
-29	102.9946168	0.3
0	0	0
-12	-144.162347	0.8
1	52.69605172	0.9
6	8.53076561	1
-24	48.81407483	0.6
3	164.475889	1
-41	65.22485943	0.3
-9	-72.25532837	0.7
15	167.9052429	1
13	33.69006753	1
-15	96.84277341	1
-56	32.47119229	0.5
-18	30.96375653	1
-21	74.35775354	1
-3	133.1523897	1
-8	-60.9453959	1
-27	129.2894069	1
-22	-150.2551187	1
43	153.4349488	1
-9	135	1
-27	-61.92751306	1
-10	11.30993247	0.5
0	0	0
-33	-147.5288077	1
-8	143.1301024	1
-13	-116.5650512	1
-12	-125.837653	0.5
-2	-128.1572266	1
0	0	0
5	84.55966797	1
-10	-160.0168935	0.7
-69	127.8749837	0.4
-26	-115.3461759	0.4
31	159.4439548	1
0	0	0
-63	-87.3974378	0.5
0	0	0
18	21.80140949	1
-72	-131.1859252	0.4
11	-45	1
-65	-78.69006753	0.5
-21	-43.53119929	0.6
-11	110.2248594	1
-3	34.21570213	1
-1	-175.4260787	1
0	0	0
6	150.2551187	1
-23	111.8014095	1
0	0	0
-6	59.03624347	1
-38	-96.34019175	1
-16	-53.53076561	1
-6	-152.102729	1
-5	-132.273689	1
-62	-6.340191746	0.5
17	-33.69006753	1
10	-153.4349488	1
11	-16.38954033	1
-77	-174.2894069	0.5
-24	158.962489	1
-77	-116.5650512	0.5
-17	-121.7594801	1
-29	-180	1
-24	159.7751406	1
-58	111.3706223	0.5
-16	-45	1
7	26.56505118	1
-16	-150.9453959	1
0	0	0
-21	25.55996517	1
-66	164.0546041	0.3
0	0	0
-13	66.80140949	1
-8	151.5570714	1
16	-22.61986495	0.8
-10	28.44292862	1
-28	47.86240523	0.5
1	-150.2551187	0.2
-68	45	0.7
-49	146.3099325	0.2
-9	-26.56505118	1
-13	129.8055711	1
-63	175.2363583	0.4
-5	71.56505118	1
-18	113.7494945	1
-66	30.96375653	0.6
-4	94.57392126	1
1	159.4439548	1
20	13.49573328	1
4	-59.93141718	0.8
12	-140.7105931	0.8
0	0	0
7	151.5570714	0.7
2	-180	1
-21	148.6713071	1
-8	-43.02506599	1
-52	71.56505118	0.4
-60	-154.9831065	0.4
-2	139.3987054	1
-52	101.888658	0.4
-9	-21.03751103	1
-1	-84.28940686	1
-57	-103.2405199	0.4
0	0	0
18	-21.37062227	1
-69	38.15722659	0.5
-69	42.61405597	0.7
-24	-16.38954033	1
-1	-122.4711923	1
-1	-124.508523	0.5
-10	39.55966797	0.6
-9	118.3007558	1
0	0	0
0	0	0
-31	53.13010235	1
-3	-29.475889	0.5
-17	55.71312302	1
-9	-130.6012946	0.5
-12	-138.0127875	1
0	0	0
-5	-31.32869287	0.7
-54	-70.55996517	0.4
-23	19.29004622	1
0	0	0
5	29.475889	1
-71	115.0168935	0.5
-23	23.19859051	1
1	21.37062227	1
-1	-136.5481577	1
-18	-57.09475708	0.4
-24	139.1849161	0.5
0	0	0
0	0	0
-78	63.43494882	0.7
-8	-144.4623222	1
0	0	0
-71	-153.4349488	0.4
4	115.6410058	1
17	-21.37062227	0.8
-1	149.7435628	0.9
-2	128.2901632	0.8
10	-51.34019175	0.9
-18	149.0362435	1
2	-6.709836808	1
-5	64.53665494	1
0	0	0
-68	-81.02737339	0.5
1	-11.30993247	1
-17	112.3801351	1
0	0	0
-16	-40.81508387	0.6
-20	20.55604522	0.6
-2	115.2011236	1
-5	65.77225468	1
-10	138.3664607	1
-13	-42.8789036	0.4
-1	-82.40535663	1
7	45	1
0	0	0
-46	45	1
-26	60.9453959	1
0	0	0
29	14.03624347	1
-19	30.46554492	1
-1	-126.3843518	1
-8	142.6960517	1
-8	136.4688007	0.8
-40	-135	1
11	-45	1
-67	-138.0127875	0.4
-6	-135	1
-22	96.70983681	0.4
-19	120.9637565	1
-73	86.18592517	0.5
0	0	0
-15	107.3540246	1
-10	-144.4623222	0.9
-10	50.44033203	0.6
0	0	0
0	0	0
-77	133.1523897	0.7
-1	41.9872125	1
-17	-55.49147701	1
-70	-166.6075022	0.6
-14	-130.9143832	1
9	164.7448813	1
16	-162.3498758	1
0	0	0
19	-177.3974378	1
0	0	0
-22	-78.11134196	1
-3	-101.7682889	1
-70	0	0.2
0	0	0
-39	126.8698976	1
-63	-53.13010235	0.2
-60	-138.8140748	0.3
5	116.5650512	1
-16	-148.6713071	1
19	-17.74467163	1
-5	135	1
-14	51.63251462	1
-12	36.02737339	1
6	157.7509763	1
9	164.7448813	1
-16	-45	1
0	0	0
6	37.23483398	0.9
4	29.24882634	0.9
-2	64.98310652	0.5
8	160.7099538	1
3	-8.130102354	1
-10	-38.65980825	0.9
0	0	0
-20	-29.475889	0.7
