																					
-15	3	-24	26.92582403567252	0.6599206602248731	26.07680962	0.181271625	25.55386468	1.641357251	25.23885893	-1.839901363	24.69817807	0.881495241	24.18677324	-0.049897372	23.85372088	1.848593892	23.32380758	2.009816169	23.02172887	1.217259409	22.47220505	-0.572143266	21.9544984	0.741908511	21.63330765	0.465478435	21.09502311	1.219875629	20.24845673	-0.118540927	19.72308292	-0.619126988	19.41648784	0.994469851	18.86796226	-1.224670335	18.35755975	0.107387934	18.02775638	-0.152132986	17.49285568	-0.740367577	16.64331698	-1.679224995	16.1245155	0.448621814	15.8113883	-0.508592972	15.26433752	-0.476612	14.76482306	-0.091443365	14.4222051	-0.972832954	13.89244399	-1.445912525	13.60147051	-1.003614739	13.03840481	-2.995097945	12.52996409	-1.617314214	12.20655562	-2.437173666	11.66190379	-0.701446139	10.81665383	0.2009305	10.29563014	-2.270923477	10	-0.465953885	9.433981132	-1.969157701	8.94427191	-1.109326394	8.602325267	-0.145889605	8.062257748	-0.690775299	7.211102551	1.186877489	6.708203932	-2.139348639	6.403124237	-2.013438958	5.830951895	-2.394374471	5.385164807	-0.670577145	5	-1.990583361	4.472135955	-2.031742769	4.242640687	-2.146298255	3.605551275	-3.258279454	3.16227766	-1.473758122	2.828427125	-3.448258028	2.236067977	-1.310290466	1.414213562	-1.99972854	1	-1.299747481	1	-2.902284996	0	-2.269977165																		
16	-2	10	0.0	-3.3865854849721466	1	-1.579506215	1	-3.939255649	1.414213562	-2.779047922	2.236067977	-0.049143242	3.16227766	-0.739002705	2.828427125	-0.479144899	3.605551275	-1.19774931	4.472135955	-1.150571215	5.385164807	-3.729087191	4.242640687	-2.463922682	5	-4.511357203	5.830951895	-2.23185871	6.708203932	-2.628302976	6.403124237	-3.765587525	7.211102551	-2.600652276	8.062257748	-2.422778625	8.94427191	-2.870432782	8.602325267	-2.767234129	9.433981132	-2.174425816	10.29563014	-3.643707963	10	-4.099606627	10.81665383	-3.032740248	11.66190379	-4.723840692	12.52996409	-2.908293872	12.20655562	-4.388753573	13.03840481	-4.70223459	13.89244399	-3.20479697	14.76482306	-2.427167073	13.60147051	-5.254935542	14.4222051	-3.826773236	15.26433752	-3.021254884	16.1245155	-3.196920835	15.8113883	-3.397093001	16.64331698	-2.028824884	17.49285568	-2.810376746																																																								
-8	7	8	1.0	-2.7586265190761403	0	-3.504966235	2.236067977	-1.390821721	1.414213562	-1.114757154	1	-3.024326116	3.605551275	-0.551212311	2.828427125	-0.912435454	2.236067977	-3.002532428	5	-0.688795025	4.242640687	-0.153944079	3.605551275	-2.57151656	6.403124237	-0.136306955	5.656854249	-0.729606472	5	0.535598417	7.810249676	-0.334870726	7.071067812	-0.155599526	6.403124237	1.038478176	9.219544457	-0.789925805	8.485281374	-1.0081966	7.810249676	-0.376879528	9.899494937	-0.52781355	9.219544457	-0.579902353																																																																																				
3	-4	0	0.0	-1.5003477801217284	1	-3.691668796	2	-1.960450009																																																																																																																										
5	-9	-16	15.524174696260024	-10.13045088825356	14.56021978	-9.124887304	14.86606875	-7.316269374	13.60147051	-5.483039014	13.92838828	-9.168595843	12.36931688	-7.353618532	12.64911064	-5.494368362	11.40175425	-6.793330354	11.70469991	-5.687579778	10.44030651	-7.305240493	10.77032961	-6.495582822	9.219544457	-3.948356301	9.486832981	-5.159084775	8.246211251	-5.708804318	8.544003745	-5.836498229	7.280109889	-6.740898123	7.615773106	-5.107782226	6.08276253	-5.492907823	6.32455532	-4.32874027	5.099019514	-2.771759207	5.385164807	-4.108485316	4.123105626	-2.500485998	4.472135955	-3.444026105	3	-3.798246769	3.16227766	-2.661995122	2	-3.319818644	2.236067977	-3.253163071	1	-2.379334527	1.414213562	-2.97133064	0	-2.9933578	1	-2.972770644																																																																		
7	2	3	0.0	-3.8687158535111537	1	-1.436659849	2	-0.956198936	1	-0.30013643	1.414213562	-3.308175449	2.236067977	-2.389477363	3.16227766	-0.732649203	4.123105626	-1.577611206	3.605551275	-2.293148602	4.472135955	-3.789638479	5.385164807	-1.736520713	6.32455532	-1.494087542	5.830951895	-0.88978177																																																																																																						
-3	6	-11	10.198039027185569	1.9379267750030307	9.486832981	1.471390918	9.219544457	2.023744793	8.544003745	2.580778432	8.246211251	1.382145266	7.280109889	2.21993431	7.071067812	1.604168145	6.32455532	1.608488577	6.08276253	2.688613981	5.385164807	-0.055854141	5.099019514	0.655137459	4.472135955	-1.469178949	4.123105626	-0.511249455	3.16227766	0.561851025	3	0.302685231	2.236067977	-3.204347487	2	-0.33632135	1.414213562	-2.087737261	1	-1.71719676	1	-0.532107443	0	-1.075970633																																																																																						
18	-1	18	0.0	0.9088595367480035	1	-2.482428669	1	-4.022995408	1.414213562	0.086206858	2.236067977	-2.067977067	2.236067977	-1.651765344	2.828427125	-0.842073164	3.605551275	-2.033158805	3.605551275	-2.844114972	4.242640687	-2.059355222	5	-3.337834152	5	-1.765004685	5.656854249	-3.238826194	6.403124237	-2.552863157	6.403124237	-2.660603439	7.071067812	-2.55559317	7.810249676	-4.188968645	7.810249676	-2.515501199	8.485281374	-2.720089533	9.219544457	-2.446584738	9.219544457	-4.47147125	9.899494937	-2.552421424	10.63014581	-1.73203847	10.63014581	-1.983925096	11.3137085	-2.656674856	12.04159458	-2.696058281	12.04159458	-2.684988405	12.72792206	-1.581071261	13.45362405	-3.687068469	13.45362405	-2.87889491	14.14213562	-2.857840079	14.86606875	-2.601200518	14.86606875	-1.294074311	15.55634919	-2.892296745	16.2788206	-1.716882354	16.2788206	-4.457262509	16.97056275	-1.248495824	17.69180601	-2.835519063	17.69180601	-0.718706923	18.38477631	-2.305691202	19.10497317	-3.165828851	19.10497317	-4.054867627	19.79898987	-2.769800823	20.51828453	-4.128783758	20.51828453	-2.574907725	21.21320344	-2.023333072	21.9317122	-3.528251412	21.9317122	-3.97197289	22.627417	-2.28758782	23.34523506	-2.735709172	23.34523506	-3.850767054	24.04163056	-2.788604916																								
-6	-9	1	5.0	-4.1102526657548575	4	-4.836475212	3	-3.106470999	2	-2.023873527	1	-1.931372299	0	-3.861105613	4.123105626	-3.514835844	3.16227766	-3.626624455	2.236067977	-4.491463196	1.414213562	-4.011696562	1	-1.800464098																																																																																																										
9	-7	24	0.0	-2.0960719781823265	1	-1.296356594	1	-2.970530619	1.414213562	-4.099520834	2	-0.974281083	2.236067977	-1.772478227	3.16227766	-3.951196059	3.605551275	-3.971885859	4.123105626	-2.812869958	4.472135955	-2.887897315	5.099019514	-4.945645182	5.385164807	-4.515191619	6.32455532	-3.301202323	6.708203932	-4.35116865	7.280109889	-4.437377757	7.615773106	-3.65214091	8.246211251	-5.187645365	8.544003745	-1.076264005	8.94427191	-4.981283732	9.486832981	-6.293021624	9.848857802	-6.533576152	10.44030651	-5.350188551	10.77032961	-5.043233592	11.70469991	-5.780964873	12.08304597	-8.49315142	12.64911064	-6.398376078	13	-6.060705278	13.60147051	-7.597709968	13.92838828	-6.222545599	14.86606875	-7.10038947	15.23154621	-7.761671334	15.8113883	-7.355009559	16.15549442	-7.684331904	16.76305461	-9.406799206	17.08800749	-7.747449828	17.4642492	-8.046526233	18.02775638	-5.973348049	18.38477631	-7.541853742	18.97366596	-8.862862785	19.31320792	-6.167999017	20.24845673	-8.348665662	20.61552813	-8.240205804	21.1896201	-10.22875618	21.54065923	-8.119110961	22.13594362	-8.278675313	22.47220505	-9.102532384	23.40939982	-8.167879145	23.76972865	-7.108346384	24.35159132	-9.992911055																														
