"pitch","yaw","f"
"-16","42.27368900609373","1.0"
"-2","-30.96375653207352","0.30000000000000016"
"-1","-97.59464336859145","1.0"
"14","-110.55604521958347","1.0"
"-2","52.125016348901795","0.7000000000000001"
"3","45.0","0.9"
"-19","135.0","1.0"
"2","33.02386755579665","0.9"
"-13","-35.21759296819271","0.40000000000000013"
"-24","-45.0","1.0"
"-1","-135.0","1.0"
"-59","104.0362434679265","1.0"
"-27","166.6075022462489","0.7000000000000001"
"1","-148.39249775375112","0.40000000000000013"
"22","173.6598082540901","1.0"
"-10","140.71059313749967","0.7000000000000001"
"0","0","0"
"-9","39.80557109226519","0.6000000000000001"
"0","0","0"
"-21","50.9061411137705","1.0"
"-18","-135.0","1.0"
"-14","-143.74616226255523","0.6000000000000001"
"0","0","0"
"13","29.054604099077146","0.7000000000000001"
"-10","90.0","1.0"
"-9","140.9061411137705","0.40000000000000013"
"-18","52.30575953331083","1.0"
"0","0","0"
"-67","157.38013505195957","0.40000000000000013"
"-55","113.96248897457818","0.30000000000000016"
"-19","151.69924423399362","0.6000000000000001"
"-18","-102.2647737278924","1.0"
"0","0","0"
"-7","-19.290046219188735","0.5000000000000001"
"-8","-78.23171106797936","1.0"
"0","0","0"
"-2","153.43494882292202","1.0"
"-14","51.00900595749453","0.5000000000000001"
"-9","42.27368900609373","1.0"
"-3","145.00797980144134","0.5000000000000001"
"2","136.46880071438582","0.8"
"0","0","0"
"0","0","0"
"-5","147.2647737278924","1.0"
"8","-149.74356283647074","1.0"
